SPECIFICATIONS,,,,
Fan Diameter,0.809618774,,,
Engine Weight,578.0110395,,,
Engine Length,2.372254228,,,
,,,,
THRUST SETTINGS,,,,
IDLE,1,,,
MAX DRY,5,,,
MAX RH,6,,,
,,,,
PERFORMANCE DATA,Setting - Altitude - Mach - Fuel Flow (kg/s) -Thrust (kg),,,
1,0,0,0.287976136,584.7508849
1,0,0.1,0.302333377,566.5529662
1,0,0.2,0.321060467,550.3278773
1,0,0.3,0.345109584,535.2062813
1,0,0.4,0.37541278,510.8265739
1,0,0.5,0.41672279,484.0180337
1,0,0.6,0.440485521,411.1625558
1,0,0.7,0.464716098,279.4355071
1,0,0.8,0.491656234,95.25241162
1,0,0.9,0.521603833,-139.0139375
1,0,1,0.554141596,-448.3961678
1,0,1.1,0.588542404,-764.7649465
1,0,1.2,0.625456065,-1071.667096
1,0,1.3,0.665977913,-1270.876922
1,0,1.4,0.710240732,-1501.074676
1,0,1.5,0.739068139,-1680.381763
1,0,1.6,0.736048082,-1853.658208
1,0,1.7,0.732167468,-1983.263205
1,0,1.8,0.72155804,-2092.564208
1,0,1.9,0.700602773,-2135.105703
1,0,2,0.675453103,-2129.413349
1,3048,0,0.191706473,402.9052955
1,3048,0.1,0.201065388,389.1142424
1,3048,0.2,0.213461579,375.7814127
1,3048,0.3,0.229283412,360.1901294
1,3048,0.4,0.251046536,338.100868
1,3048,0.5,0.277162035,303.6555835
1,3048,0.6,0.311525276,256.2481222
1,3048,0.7,0.352532801,171.3203028
1,3048,0.8,0.403800386,55.02135215
1,3048,0.9,0.427502527,-136.8910549
1,3048,1,0.453980739,-374.0946368
1,3048,1.1,0.481821105,-590.6202779
1,3048,1.2,0.510921025,-802.418469
1,3048,1.3,0.542407578,-963.6544704
1,3048,1.4,0.576832306,-1129.670488
1,3048,1.5,0.613819297,-1257.564453
1,3048,1.6,0.655788875,-1334.707953
1,3048,1.7,0.669257054,-1406.263758
1,3048,1.8,0.666470689,-1462.33227
1,3048,1.9,0.660905827,-1466.607394
1,3048,2,0.643429761,-1441.590585
1,6096,0,0.124231706,269.8850482
1,6096,0.1,0.130070679,260.7107257
1,6096,0.2,0.13839711,253.6995528
1,6096,0.3,0.14864755,243.9668827
1,6096,0.4,0.161624203,228.4348396
1,6096,0.5,0.178837422,203.7738947
1,6096,0.6,0.201117421,167.316038
1,6096,0.7,0.228430256,105.436696
1,6096,0.8,0.260712974,20.86631244
1,6096,0.9,0.302200132,-82.93399981
1,6096,1,0.353474865,-204.9197874
1,6096,1.1,0.387404921,-350.7283374
1,6096,1.2,0.411140054,-505.8592023
1,6096,1.3,0.435362027,-641.7085977
1,6096,1.4,0.462411196,-768.2007533
1,6096,1.5,0.491831188,-872.4724878
1,6096,1.6,0.523333141,-925.7187896
1,6096,1.7,0.557167584,-955.4659283
1,6096,1.8,0.592394798,-955.3662887
1,6096,1.9,0.598202778,-941.8996041
1,6096,2,0.595877192,-905.8264652
1,9144,0,0.079979885,175.309932
1,9144,0.1,0.0837344,169.7124069
1,9144,0.2,0.088801061,164.2869806
1,9144,0.3,0.094892474,155.8725975
1,9144,0.4,0.102608212,142.8988641
1,9144,0.5,0.113166169,121.634239
1,9144,0.6,0.126575132,89.19459799
1,9144,0.7,0.142847275,39.01705148
1,9144,0.8,0.163417436,-25.55485688
1,9144,0.9,0.189172742,-105.2735518
1,9144,1,0.219675558,-195.0537153
1,9144,1.1,0.259473233,-269.4610778
1,9144,1.2,0.3057083,-338.7715498
1,9144,1.3,0.343672727,-417.0548569
1,9144,1.4,0.36556059,-501.4924938
1,9144,1.5,0.387694258,-575.9975656
1,9144,1.6,0.411270018,-607.1100525
1,9144,1.7,0.436808594,-622.3530948
1,9144,1.8,0.464462859,-611.0677862
1,9144,1.9,0.494457812,-573.7405063
1,9144,2,0.528048049,-514.8020991
1,10972.8,0,0.058716248,131.482449
1,10972.8,0.1,0.062316418,128.7302058
1,10972.8,0.2,0.066113448,122.4359584
1,10972.8,0.3,0.070713645,111.3822159
1,10972.8,0.4,0.077159843,89.55856734
1,10972.8,0.5,0.085142865,54.55007639
1,10972.8,0.6,0.095197353,1.239873544
1,10972.8,0.7,0.107752661,-95.61027043
1,10972.8,0.8,0.1232569,-232.4011067
1,10972.8,0.9,0.141566687,-409.4889456
1,10972.8,1,0.164617344,-636.6634356
1,10972.8,1.1,0.194620082,-883.7304747
1,10972.8,1.2,0.228392745,-1121.696153
1,10972.8,1.3,0.269993665,-1285.755259
1,10972.8,1.4,0.318422468,-1457.708772
1,10972.8,1.5,0.336897461,-1613.97481
1,10972.8,1.6,0.356369099,-1722.259501
1,10972.8,1.7,0.377495679,-1792.582033
1,10972.8,1.8,0.400688501,-1830.775298
1,10972.8,1.9,0.425209268,-1806.414001
1,10972.8,2,0.453000895,-1735.642626
1,12192,0,0.048353565,109.5687104
1,12192,0.1,0.050690342,106.2244691
1,12192,0.2,0.053956857,102.4725549
1,12192,0.3,0.057859065,96.82335141
1,12192,0.4,0.063591839,89.31203457
1,12192,0.5,0.069999195,74.68686171
1,12192,0.6,0.077887608,52.58304334
1,12192,0.7,0.087881528,21.30028083
1,12192,0.8,0.100428301,-17.03064383
1,12192,0.9,0.11634279,-63.46154476
1,12192,1,0.135632212,-112.9619767
1,12192,1.1,0.158814926,-145.7886755
1,12192,1.2,0.187434474,-174.6059587
1,12192,1.3,0.221600271,-203.5392427
1,12192,1.4,0.258256164,-223.2874308
1,12192,1.5,0.274478665,-261.6436975
1,12192,1.6,0.291105603,-273.3231575
1,12192,1.7,0.309644001,-276.3820885
1,12192,1.8,0.328742356,-263.985749
1,12192,1.9,0.349884045,-237.8128985
1,12192,2,0.372657078,-200.292295
1,15240,0,0.03016815,68.81683559
1,15240,0.1,0.031754702,66.31322152
1,15240,0.2,0.033360141,60.429563
1,15240,0.3,0.03595421,50.38495516
1,15240,0.4,0.039043509,33.18900234
1,15240,0.5,0.043581068,3.048497357
1,15240,0.6,0.048582782,-44.09465423
1,15240,0.7,0.054604077,-109.4812001
1,15240,0.8,0.062542846,-189.3929627
1,15240,0.9,0.072600286,-286.4343971
1,15240,1,0.08469057,-388.5537758
1,15240,1.1,0.099018896,-463.4986091
1,15240,1.2,0.117534464,-534.8826918
1,15240,1.3,0.138151704,-619.7727152
1,15240,1.4,0.15518131,-689.1428919
1,15240,1.5,0.164968518,-763.7428358
1,15240,1.6,0.1751884,-785.6259754
1,15240,1.7,0.186083636,-794.4713578
1,15240,1.8,0.197613923,-773.2916607
1,15240,1.9,0.211326199,-729.5229519
1,15240,2,0.225659666,-666.5384732
2,0,0,0.400491118,1754.252655
2,0,0.1,0.41526526,1703.075035
2,0,0.2,0.435860908,1668.313144
2,0,0.3,0.463372712,1653.191548
2,0,0.4,0.498839753,1645.065424
2,0,0.5,0.54830501,1661.053519
2,0,0.6,0.574188468,1582.407223
2,0,0.7,0.600434819,1443.698267
2,0,0.8,0.629922047,1258.041243
2,0,0.9,0.662965307,1028.121812
2,0,1,0.698973087,727.9988442
2,0,1.1,0.73698812,421.9173997
2,0,1.2,0.777795487,127.4400331
2,0,1.3,0.822711612,-55.76410558
2,0,1.4,0.871840745,-267.6228069
2,0,1.5,0.90172993,-457.6365626
2,0,1.6,0.892828291,-698.8488782
2,0,1.7,0.88317055,-897.6957951
2,0,1.8,0.865713715,-1084.852093
2,0,1.9,0.83624699,-1221.208585
2,0,2,0.802237915,-1317.195134
2,3048,0,0.266607993,1208.715887
2,3048,0.1,0.276170204,1170.670068
2,3048,0.2,0.289788272,1144.634148
2,3048,0.3,0.3078549,1128.658592
2,3048,0.4,0.333584787,1122.418583
2,3048,0.5,0.364677277,1114.283914
2,3048,0.6,0.406084225,1111.93099
2,3048,0.7,0.45548878,1084.073321
2,3048,0.8,0.517358977,1042.680027
2,3048,0.9,0.543361314,855.3866812
2,3048,1,0.572634,626.0745631
2,3048,1.1,0.603348931,418.3152612
2,3048,1.2,0.63536368,216.4442404
2,3048,1.3,0.670059778,66.79418016
2,3048,1.4,0.7080781,-84.1198802
2,3048,1.5,0.748915021,-194.5373808
2,3048,1.6,0.795473657,-249.2216185
2,3048,1.7,0.807285418,-349.2627178
2,3048,1.8,0.799620798,-462.6530269
2,3048,1.9,0.788864289,-526.0804903
2,3048,2,0.764203684,-579.7199733
2,6096,0,0.1727702,809.6551445
2,6096,0.1,0.178656538,783.3411425
2,6096,0.2,0.18788327,769.5701361
2,6096,0.3,0.199586513,759.2945562
2,6096,0.4,0.214762474,751.3705139
2,6096,0.5,0.235306197,745.3014677
2,6096,0.6,0.262163677,740.2097641
2,6096,0.7,0.295142518,718.3038296
2,6096,0.8,0.334031869,681.9345927
2,6096,0.9,0.384100328,644.0069504
2,6096,1,0.445859722,602.324178
2,6096,1.1,0.485118527,491.5629905
2,6096,1.2,0.511279522,346.1325664
2,6096,1.3,0.537821733,219.6120814
2,6096,1.4,0.567622926,105.7499718
2,6096,1.5,0.600078503,16.61030458
2,6096,1.6,0.634804499,-19.93938846
2,6096,1.7,0.672078485,-31.61018575
2,6096,1.8,0.710745737,-14.39224788
2,6096,1.9,0.714021256,-32.60289388
2,6096,2,0.707725338,-42.74627402
2,9144,0,0.111228777,525.9297961
2,9144,0.1,0.115012069,510.1983076
2,9144,0.2,0.120553339,500.0851621
2,9144,0.3,0.127410495,490.6754966
2,9144,0.4,0.136343401,482.36164
2,9144,0.5,0.148898929,473.649972
2,9144,0.6,0.164995165,460.9983478
2,9144,0.7,0.184565326,436.2460709
2,9144,0.8,0.209374435,404.673075
2,9144,0.9,0.240441034,367.1244363
2,9144,1,0.277090376,326.3907735
2,9144,1.1,0.324919137,316.7995468
2,9144,1.2,0.380168248,319.2891245
2,9144,1.3,0.424553935,289.3621315
2,9144,1.4,0.448736046,217.2760377
2,9144,1.5,0.473022036,154.5539641
2,9144,1.6,0.49887163,135.6881493
2,9144,1.7,0.526896514,134.1675181
2,9144,1.8,0.557255057,161.542879
2,9144,1.9,0.590190152,216.8197987
2,9144,2,0.627164438,295.2957321
2,10972.8,0,0.081657238,394.4473471
2,10972.8,0.1,0.085593736,387.5748596
2,10972.8,0.2,0.089753397,376.8117487
2,10972.8,0.3,0.094945997,364.7191256
2,10972.8,0.4,0.102528201,347.5688899
2,10972.8,0.5,0.112027133,321.5844881
2,10972.8,0.6,0.124093119,281.8116831
2,10972.8,0.7,0.139221451,204.2251544
2,10972.8,0.8,0.157919769,93.11990639
2,10972.8,0.9,0.179933114,-53.53531697
2,10972.8,1,0.207642043,-241.8907325
2,10972.8,1.1,0.243708334,-438.6252459
2,10972.8,1.2,0.284021303,-622.924005
2,10972.8,1.3,0.333534971,-722.0722667
2,10972.8,1.4,0.390872657,-821.4167595
2,10972.8,1.5,0.411045352,-968.8174336
2,10972.8,1.6,0.43227667,-1067.084591
2,10972.8,1.7,0.455350834,-1126.16605
2,10972.8,1.8,0.48073961,-1150.901102
2,10972.8,1.9,0.507534347,-1111.644064
2,10972.8,2,0.538030681,-1024.043056
2,12192,0,0.067245757,328.7061312
2,12192,0.1,0.069624922,319.6497219
2,12192,0.2,0.073250017,313.1520445
2,12192,0.3,0.077686373,307.5376595
2,12192,0.4,0.084499353,305.4347807
2,12192,0.5,0.092101777,297.810213
2,12192,0.6,0.101529254,286.4144744
2,12192,0.7,0.113547023,270.2706585
2,12192,0.8,0.128671206,252.8695089
2,12192,0.9,0.147873211,233.373535
2,12192,1,0.171081302,215.9884867
2,12192,1.1,0.198872185,221.3831926
2,12192,1.2,0.233087016,238.3418948
2,12192,1.3,0.273752496,262.7222292
2,12192,1.4,0.317016803,296.2876595
2,12192,1.5,0.33488878,267.6484634
2,12192,1.6,0.353111874,265.0657255
2,12192,1.7,0.373505345,273.2091107
2,12192,1.8,0.394419784,296.8077665
2,12192,1.9,0.417625351,336.1671922
2,12192,2,0.442606061,387.5395811
2,15240,0,0.04195513,206.4505068
2,15240,0.1,0.043616172,200.5824951
2,15240,0.2,0.045288607,191.334439
2,15240,0.3,0.048275101,181.6553995
2,15240,0.4,0.051880105,166.5519145
2,15240,0.5,0.057341999,142.4370305
2,15240,0.6,0.063329376,102.1507454
2,15240,0.7,0.070551007,45.86411212
2,15240,0.8,0.080131431,-20.76059955
2,15240,0.9,0.092275915,-100.5816947
2,15240,1,0.106825457,-182.4376925
2,15240,1.1,0.123994039,-234.0778738
2,15240,1.2,0.146161787,-275.1984376
2,15240,1.3,0.170664836,-328.4947747
2,15240,1.4,0.190489482,-376.5218619
2,15240,1.5,0.201276503,-445.4239348
2,15240,1.6,0.212503998,-461.3085676
2,15240,1.7,0.224461745,-463.5282883
2,15240,1.8,0.237094002,-435.4065742
2,15240,1.9,0.252241219,-382.3559646
2,15240,2,0.268016741,-310.0895851
3,0,0,0.548118194,2923.754425
3,0,0.1,0.562827144,2839.597103
3,0,0.2,0.585232126,2786.29841
3,0,0.3,0.616587656,2771.176814
3,0,0.4,0.658042933,2779.304275
3,0,0.5,0.717267008,2838.089004
3,0,0.6,0.745088431,2753.65189
3,0,0.7,0.773101117,2607.961026
3,0,0.8,0.804989634,2420.830075
3,0,0.9,0.841080081,2195.257561
3,0,1,0.880551052,1904.393856
3,0,1.1,0.922149669,1608.599746
3,0,1.2,0.966824518,1326.547162
3,0,1.3,1.016157716,1159.348711
3,0,1.4,1.070206597,965.8290626
3,0,1.5,1.100286189,765.1086375
3,0,1.6,1.083113219,455.9604519
3,0,1.7,1.065373156,187.8716152
3,0,1.8,1.038613487,-77.13997743
3,0,1.9,0.997940966,-307.3114657
3,0,2,0.952421749,-504.9769197
3,3048,0,0.364883727,2014.526478
3,3048,0.1,0.374305539,1952.225893
3,3048,0.2,0.389099832,1913.486882
3,3048,0.3,0.409647626,1897.127054
3,3048,0.4,0.440047351,1906.736297
3,3048,0.5,0.477053783,1924.912244
